job_id,job_title,company,company_name,company_id,location,job_description,keywords,experience,education,salary,job-time,description_length,cleaned_job_description,cleaned_job_description_length
JOB100122,Business Analyst,TechNova Solutions,TechNova Solutions,COM001,"Chennai, Tamil Nadu","We are looking for a Business Analyst to join TechNova Solutions. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Excel, Power BI, SQL, Data Visualization",3-5 Years,Bachelor's Degree,₹10-16 LPA,Full-Time,378.0,we are looking for a business analyst to join technova solutions the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and bachelor s degree qualification are preferred,367
JOB100619,Data Engineer,Aster Technologies,Aster Technologies,COM012,Delhi NCR,"We are looking for a Data Engineer to join Aster Technologies. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Tech / B.E. qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",2-4 Years,B.Tech / B.E.,₹2.5-4 LPA,Internship,373.0,we are looking for a data engineer to join aster technologies the candidate should have experience with tableau sql excel business intelligence responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 2 4 years experience and b tech b e qualification are preferred,359
JOB100535,SQL Developer,Aster Technologies,Aster Technologies,COM012,Delhi NCR,"We are looking for a SQL Developer to join Aster Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and MBA qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",3-5 Years,MBA,₹10-16 LPA,Internship,362.0,we are looking for a sql developer to join aster technologies the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and mba qualification are preferred,351
JOB101466,Python Developer,TechNova Solutions,TechNova Solutions,COM001,"Nagpur, Maharashtra","We are looking for a Python Developer to join TechNova Solutions. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and BCA qualification are preferred.","Python, SQL, AWS, ETL",5-8 Years,BCA,₹5-8 LPA,Remote,345.0,we are looking for a python developer to join technova solutions the candidate should have experience with python sql aws etl responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 5 8 years experience and bca qualification are preferred,334
JOB101590,Python Developer,Aster Technologies,Aster Technologies,COM012,"Bengaluru, Karnataka","We are looking for a Python Developer to join Aster Technologies. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Sc. qualification are preferred.","Excel, Power BI, SQL, Data Visualization",3-5 Years,B.Sc.,₹2.5-4 LPA,Full-Time,366.0,we are looking for a python developer to join aster technologies the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and b sc qualification are preferred,354
JOB101490,ML Engineer,TechNova Solutions,TechNova Solutions,COM001,Delhi NCR,"We are looking for a ML Engineer to join TechNova Solutions. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Master's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",8+ Years,Master's Degree,₹8-12 LPA,Full-Time,355.0,we are looking for a ml engineer to join technova solutions the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and master s degree qualification are preferred,343
JOB101637,Business Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Hyderabad, Telangana","We are looking for a Business Analyst to join ByteCraft Solutions. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Master's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",8+ Years,Master's Degree,₹5-8 LPA,Contract,361.0,we are looking for a business analyst to join bytecraft solutions the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and master s degree qualification are preferred,349
JOB100770,AI Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Noida, Uttar Pradesh","We are looking for a AI Engineer to join ByteCraft Solutions. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and BCA qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",5-8 Years,BCA,₹10-16 LPA,Part-Time,361.0,we are looking for a ai engineer to join bytecraft solutions the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 5 8 years experience and bca qualification are preferred,350
JOB100095,Power BI Developer,InsightWorks,InsightWorks,COM007,Delhi NCR,"We are looking for a Power BI Developer to join InsightWorks. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and BCA qualification are preferred.","Excel, Power BI, SQL, Data Visualization",1-3 Years,BCA,₹4-7 LPA,Contract,360.0,we are looking for a power bi developer to join insightworks the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and bca qualification are preferred,349
JOB101567,MIS Executive,FinEdge Technologies,FinEdge Technologies,COM006,"Chennai, Tamil Nadu","We are looking for a MIS Executive to join FinEdge Technologies. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Any Graduate qualification are preferred.","Java, Spring Boot, SQL, REST API",1-3 Years,Any Graduate,₹10-16 LPA,Part-Time,364.0,we are looking for a mis executive to join finedge technologies the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and any graduate qualification are preferred,353
JOB101513,SQL Developer,Aster Technologies,Aster Technologies,COM012,"Nagpur, Maharashtra","We are looking for a SQL Developer to join Aster Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",0-1 Years,B.Sc.,₹5-8 LPA,Internship,369.0,we are looking for a sql developer to join aster technologies the candidate should have experience with python pandas machine learning scikit learn responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and b sc qualification are preferred,357
JOB101437,Data Engineer,TechNova Solutions,TechNova Solutions,COM001,"Bengaluru, Karnataka","We are looking for a Data Engineer to join TechNova Solutions. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Python, SQL, AWS, ETL",3-5 Years,Bachelor's Degree,₹10-16 LPA,Internship,356.0,we are looking for a data engineer to join technova solutions the candidate should have experience with python sql aws etl responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and bachelor s degree qualification are preferred,345
JOB101823,Junior Data Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Nagpur, Maharashtra","We are looking for a Junior Data Analyst to join FinEdge Technologies. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Master's Degree qualification are preferred.","Java, Spring Boot, SQL, REST API",1-3 Years,Master's Degree,₹10-16 LPA,Part-Time,373.0,we are looking for a junior data analyst to join finedge technologies the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and master s degree qualification are preferred,362
JOB101750,Software Engineer,TechNova Solutions,TechNova Solutions,COM001,"Nashik, Maharashtra","We are looking for a Software Engineer to join TechNova Solutions. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Any Graduate qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",5-8 Years,Any Graduate,₹3-5 LPA,Part-Time,375.0,we are looking for a software engineer to join technova solutions the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 5 8 years experience and any graduate qualification are preferred,364
JOB100914,ML Engineer,BluePeak Digital,BluePeak Digital,COM011,"Gurugram, Haryana","We are looking for a ML Engineer to join BluePeak Digital. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Master's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",0-1 Years,Master's Degree,₹6-10 LPA,Full-Time,354.0,we are looking for a ml engineer to join bluepeak digital the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and master s degree qualification are preferred,343
JOB100078,SQL Developer,BluePeak Digital,BluePeak Digital,COM011,"Nagpur, Maharashtra","We are looking for a SQL Developer to join BluePeak Digital. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Master's Degree qualification are preferred.","Spark, Python, SQL, AWS",1-3 Years,Master's Degree,₹8-12 LPA,Internship,354.0,we are looking for a sql developer to join bluepeak digital the candidate should have experience with spark python sql aws responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and master s degree qualification are preferred,343
JOB102393,Data Engineer,DataBridge Labs,DataBridge Labs,COM004,"Gurugram, Haryana","We are looking for a Data Engineer to join DataBridge Labs. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Master's Degree qualification are preferred.","Excel, Power BI, SQL, Data Visualization",5-8 Years,Master's Degree,₹5-8 LPA,Internship,370.0,we are looking for a data engineer to join databridge labs the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 5 8 years experience and master s degree qualification are preferred,359
JOB101692,Business Analyst,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,Remote,"We are looking for a Business Analyst to join Innovexa Pvt Ltd. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",3-5 Years,Bachelor's Degree,₹10-16 LPA,Full-Time,361.0,we are looking for a business analyst to join innovexa pvt ltd the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and bachelor s degree qualification are preferred,350
JOB101694,Business Analyst,NextGen Systems,NextGen Systems,COM005,"Bengaluru, Karnataka","We are looking for a Business Analyst to join NextGen Systems. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.",,0-1 Years,B.Sc.,₹6-10 LPA,Contract,364.0,we are looking for a business analyst to join nextgen systems the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and b sc qualification are preferred,352
JOB101363,Data Scientist,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Bengaluru, Karnataka","We are looking for a Data Scientist to join Innovexa Pvt Ltd. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Python, SQL, AWS, ETL",8+ Years,Bachelor's Degree,₹3-5 LPA,Contract,354.0,we are looking for a data scientist to join innovexa pvt ltd the candidate should have experience with python sql aws etl responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and bachelor s degree qualification are preferred,342
JOB102204,BI Analyst,BluePeak Digital,BluePeak Digital,COM011,"Ahmedabad, Gujarat","We are looking for a BI Analyst to join BluePeak Digital. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and BCA qualification are preferred.","Python, SQL, AWS, ETL",0-1 Years,BCA,₹5-8 LPA,Remote,337.0,we are looking for a bi analyst to join bluepeak digital the candidate should have experience with python sql aws etl responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and bca qualification are preferred,326
JOB100376,Financial Analyst,Aster Technologies,Aster Technologies,COM012,"Bengaluru, Karnataka","We are looking for a Financial Analyst to join Aster Technologies. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Excel, Power BI, SQL, Data Visualization",3-5 Years,Bachelor's Degree,₹6-10 LPA,Internship,379.0,we are looking for a financial analyst to join aster technologies the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and bachelor s degree qualification are preferred,368
JOB102045,AI Engineer,InsightWorks,InsightWorks,COM007,"Gurugram, Haryana","We are looking for a AI Engineer to join InsightWorks. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Sc. qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",1-3 Years,B.Sc.,₹8-12 LPA,Contract,356.0,we are looking for a ai engineer to join insightworks the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and b sc qualification are preferred,344
JOB101635,AI Engineer,Aster Technologies,ASTER TECHNOLOGIES,COM012,"Ahmedabad, Gujarat","We are looking for a AI Engineer to join Aster Technologies. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",3-5 Years,Master's Degree,₹4-7 LPA,Remote,373.0,we are looking for a ai engineer to join aster technologies the candidate should have experience with tableau sql excel business intelligence responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and master s degree qualification are preferred,362
JOB100308,SQL Developer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Noida, Uttar Pradesh","We are looking for a SQL Developer to join Innovexa Pvt Ltd. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Any Graduate qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",1-3 Years,Any Graduate,₹3-5 LPA,Contract,369.0,we are looking for a sql developer to join innovexa pvt ltd the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and any graduate qualification are preferred,358
JOB101451,Junior Data Analyst,TechNova Solutions,TechNova Solutions,COM001,Remote,"We are looking for a Junior Data Analyst to join TechNova Solutions. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Tech / B.E. qualification are preferred.","SQL, Power BI, Excel, DAX",2-4 Years,B.Tech / B.E.,₹5-8 LPA,Contract,362.0,we are looking for a junior data analyst to join technova solutions the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 2 4 years experience and b tech b e qualification are preferred,348
JOB100076,Data Scientist,DataBridge Labs,DataBridge Labs,COM004,Remote,"We are looking for a Data Scientist to join DataBridge Labs. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Tech / B.E. qualification are preferred.","SQL, Power BI, Excel, DAX",2-4 Years,B.Tech / B.E.,₹10-16 LPA,Part-Time,354.0,we are looking for a data scientist to join databridge labs the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 2 4 years experience and b tech b e qualification are preferred,340
JOB102438,Data Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Ahmedabad, Gujarat","We are looking for a Data Engineer to join ByteCraft Solutions. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Excel, Power BI, SQL, Data Visualization",3-5 Years,Master's Degree,₹4-7 LPA,Internship,374.0,we are looking for a data engineer to join bytecraft solutions the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and master s degree qualification are preferred,363
JOB102451,Data Engineer,Aster Technologies,Aster Technologies,COM012,"Gurugram, Haryana","We are looking for a Data Engineer to join Aster Technologies. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Master's Degree qualification are preferred.","Excel, Power BI, SQL, Data Visualization",0-1 Years,Master's Degree,₹2.5-4 LPA,Remote,373.0,we are looking for a data engineer to join aster technologies the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and master s degree qualification are preferred,362
JOB102290,MIS Executive,NextGen Systems,NextGen Systems,COM005,"Mumbai, Maharashtra","We are looking for a MIS Executive to join NextGen Systems. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Master's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",2-4 Years,Master's Degree,₹3-5 LPA,Remote,372.0,we are looking for a mis executive to join nextgen systems the candidate should have experience with tableau sql excel business intelligence responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 2 4 years experience and master s degree qualification are preferred,361
JOB102333,Power BI Developer,CloudMatrix Technologies,CloudMatrix Technologies,COM003,Delhi NCR,"We are looking for a Power BI Developer to join CloudMatrix Technologies. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",8+ Years,Bachelor's Degree,₹5-8 LPA,Contract,370.0,we are looking for a power bi developer to join cloudmatrix technologies the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and bachelor s degree qualification are preferred,358
JOB101390,Data Engineer,TechNova Solutions,TechNova Solutions,COM001,Remote,"We are looking for a Data Engineer to join TechNova Solutions. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Master's Degree qualification are preferred.","Python, SQL, AWS, ETL",1-3 Years,Master's Degree,₹3-5 LPA,Internship,354.0,we are looking for a data engineer to join technova solutions the candidate should have experience with python sql aws etl responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and master s degree qualification are preferred,343
JOB101595,Business Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Ahmedabad, Gujarat","We are looking for a Business Analyst to join FinEdge Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",3-5 Years,Bachelor's Degree,₹4-7 LPA,Part-Time,386.0,we are looking for a business analyst to join finedge technologies the candidate should have experience with python pandas machine learning scikit learn responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and bachelor s degree qualification are preferred,375
JOB101659,Python Developer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Noida, Uttar Pradesh","We are looking for a Python Developer to join ByteCraft Solutions. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",3-5 Years,Master's Degree,₹5-8 LPA,Remote,378.0,we are looking for a python developer to join bytecraft solutions the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and master s degree qualification are preferred,367
JOB101558,AI Engineer,Infosphere Analytics,Infosphere Analytics,COM002,Remote,"We are looking for a AI Engineer to join Infosphere Analytics. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Tech / B.E. qualification are preferred.","SQL, Power BI, Excel, DAX",0-1 Years,,₹2.5-4 LPA,Part-Time,356.0,we are looking for a ai engineer to join infosphere analytics the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and b tech b e qualification are preferred,342
JOB102132,MIS Executive,DataBridge Labs,DataBridge Labs,COM004,"Ahmedabad, Gujarat","We are looking for a MIS Executive to join DataBridge Labs. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Sc. qualification are preferred.","Excel, Power BI, SQL, Data Visualization",1-3 Years,B.Sc.,₹8-12 LPA,Full-Time,360.0,we are looking for a mis executive to join databridge labs the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and b sc qualification are preferred,348
JOB101226,AI Engineer,InsightWorks,InsightWorks,COM007,"Ahmedabad, Gujarat","We are looking for a AI Engineer to join InsightWorks. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and B.Sc. qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",5-8 Years,B.Sc.,₹2.5-4 LPA,Full-Time,357.0,we are looking for a ai engineer to join insightworks the candidate should have experience with tableau sql excel business intelligence responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 5 8 years experience and b sc qualification are preferred,345
JOB101632,AI Engineer,Quantix Analytics,Quantix Analytics,COM009,"Chennai, Tamil Nadu","We are looking for a AI Engineer to join Quantix Analytics. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Tech / B.E. qualification are preferred.","Java, Spring Boot, SQL, REST API",8+ Years,B.Tech / B.E.,₹5-8 LPA,Remote,359.0,we are looking for a ai engineer to join quantix analytics the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and b tech b e qualification are preferred,344
JOB100368,Data Engineer,DataBridge Labs,DataBridge Labs,COM004,"Mumbai, Maharashtra","We are looking for a Data Engineer to join DataBridge Labs. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and MBA qualification are preferred.","Python, Pandas, NumPy, SQL",0-1 Years,MBA,₹2.5-4 LPA,Internship,344.0,we are looking for a data engineer to join databridge labs the candidate should have experience with python pandas numpy sql responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and mba qualification are preferred,333
JOB101016,Junior Data Analyst,TechNova Solutions,TechNova Solutions,COM001,"Mumbai, Maharashtra","We are looking for a Junior Data Analyst to join TechNova Solutions. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and BCA qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",0-1 Years,BCA,₹2.5-4 LPA,Remote,373.0,we are looking for a junior data analyst to join technova solutions the candidate should have experience with python pandas machine learning scikit learn responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and bca qualification are preferred,362
JOB102322,SQL Developer,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Chennai, Tamil Nadu","We are looking for a SQL Developer to join CloudMatrix Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Python, SQL, AWS, ETL",5-8 Years,Bachelor's Degree,₹3-5 LPA,Part-Time,362.0,we are looking for a sql developer to join cloudmatrix technologies the candidate should have experience with python sql aws etl responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 5 8 years experience and bachelor s degree qualification are preferred,351
JOB101666,AI Engineer,cloudmatrix technologies,CloudMatrix Technologies,COM003,"Mumbai, Maharashtra","We are looking for a AI Engineer to join CloudMatrix Technologies. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Master's Degree qualification are preferred.","Python, Pandas, NumPy, SQL",8+ Years,Master's Degree,₹3-5 LPA,Internship,362.0,we are looking for a ai engineer to join cloudmatrix technologies the candidate should have experience with python pandas numpy sql responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and master s degree qualification are preferred,350
